concept:name,time:timestamp,activity,TOC,AOR,Priority_Code,Substation,DeviceType,Device,event_message
1133487,2017-05-06 05:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1133536,2017-05-06 05:00:13.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1141140,2017-05-06 06:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1150044,2017-05-06 07:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1150073,2017-05-06 07:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1159085,2017-05-06 07:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1159101,2017-05-06 08:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1168119,2017-05-06 09:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1168144,2017-05-06 09:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1176178,2017-05-06 10:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1176204,2017-05-06 10:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1184828,2017-05-06 11:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1193582,2017-05-06 12:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1203028,2017-05-06 12:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1203055,2017-05-06 13:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1215121,2017-05-06 14:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1226667,2017-05-06 15:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1234922,2017-05-06 15:50:49.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1236295,2017-05-06 16:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1236330,2017-05-06 16:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1243521,2017-05-06 16:40:18.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1246865,2017-05-06 17:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1246889,2017-05-06 17:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1246977,2017-05-06 17:00:30.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1246991,2017-05-06 17:00:31.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1257678,2017-05-06 18:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1266553,2017-05-06 19:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1276599,2017-05-06 20:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1277418,2017-05-06 20:03:55.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.7 CURRENT VALUE 119.7 VOLT HIGH LIMIT VALUE 121.0
1277531,2017-05-06 20:04:34.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1280155,2017-05-06 20:18:19.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
1280393,2017-05-06 20:19:46.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
1287923,2017-05-06 21:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1287956,2017-05-06 21:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1296820,2017-05-06 22:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1304488,2017-05-06 23:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1304514,2017-05-06 23:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1312842,2017-05-07 00:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1318615,2017-05-07 00:40:45.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1318814,2017-05-07 00:42:10.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1319022,2017-05-07 00:43:25.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1320678,2017-05-07 00:53:35.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1321414,2017-05-07 00:58:12.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1321485,2017-05-07 00:58:42.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1321727,2017-05-07 01:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1321758,2017-05-07 01:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1330355,2017-05-07 02:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1338567,2017-05-07 03:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1338600,2017-05-07 03:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1346757,2017-05-07 04:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1354916,2017-05-07 05:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1354946,2017-05-07 05:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1363383,2017-05-07 06:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1372193,2017-05-07 07:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1372210,2017-05-07 07:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1381351,2017-05-07 08:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1389336,2017-05-07 08:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1389360,2017-05-07 09:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1389427,2017-05-07 09:00:19.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1389438,2017-05-07 09:00:31.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1397807,2017-05-07 10:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1397839,2017-05-07 10:00:09.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1406367,2017-05-07 11:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1415502,2017-05-07 12:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1415537,2017-05-07 12:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1418388,2017-05-07 12:15:46.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV NORMAL 119.7 CURRENT VALUE 119.7 VOLT HIGH LIMIT VALUE 121.0
1418460,2017-05-07 12:16:12.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.7 CURRENT VALUE 119.7 VOLT HIGH LIMIT VALUE 121.0
1418809,2017-05-07 12:18:01.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1422947,2017-05-07 12:40:31.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1426416,2017-05-07 13:00:08.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1426441,2017-05-07 13:00:08.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1436424,2017-05-07 14:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1445709,2017-05-07 15:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1446959,2017-05-07 15:08:45.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
1447102,2017-05-07 15:09:46.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
1454306,2017-05-07 16:00:12.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1462479,2017-05-07 17:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1462506,2017-05-07 17:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1470699,2017-05-07 18:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1475803,2017-05-07 18:36:25.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1475877,2017-05-07 18:36:58.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1476143,2017-05-07 18:38:30.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1479855,2017-05-07 19:00:12.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1481499,2017-05-07 19:09:30.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1481657,2017-05-07 19:10:18.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV HI LIM EXCEEDED 121.1 CURRENT VALUE 121.1 VOLT HIGH LIMIT VALUE 121.0
1483073,2017-05-07 19:18:51.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1490556,2017-05-07 20:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1490602,2017-05-07 20:00:07.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1492091,2017-05-07 20:07:05.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1492242,2017-05-07 20:07:44.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV NORMAL 119.7 CURRENT VALUE 119.7 VOLT HIGH LIMIT VALUE 121.0
1492633,2017-05-07 20:09:32.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1502001,2017-05-07 21:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1513722,2017-05-07 22:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1513735,2017-05-07 22:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1519297,2017-05-07 22:29:27.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1519404,2017-05-07 22:29:54.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1519737,2017-05-07 22:31:31.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
1524385,2017-05-07 23:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1532601,2017-05-08 00:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1540649,2017-05-08 01:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1540666,2017-05-08 01:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1540721,2017-05-08 01:00:19.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1540732,2017-05-08 01:00:31.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1548892,2017-05-08 02:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1556665,2017-05-08 03:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1564920,2017-05-08 04:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1573801,2017-05-08 04:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1573835,2017-05-08 05:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1573859,2017-05-08 05:00:07.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1583464,2017-05-08 06:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1583473,2017-05-08 06:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1593615,2017-05-08 07:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1602977,2017-05-08 08:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1611926,2017-05-08 08:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1611942,2017-05-08 09:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1611969,2017-05-08 09:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1621117,2017-05-08 10:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1630635,2017-05-08 11:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1641106,2017-05-08 11:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
1641139,2017-05-08 12:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
1645135,2017-05-08 12:22:23.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1645136,2017-05-08 12:22:23.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1646501,2017-05-08 12:29:30.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
1646651,2017-05-08 12:30:06.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
