no,time:timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
77071,2017-05-01 09:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
77078,2017-05-01 09:00:02.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED BLOCK TRIP CHG-DET
77085,2017-05-01 09:00:03.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
77091,2017-05-01 09:00:03.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
77092,2017-05-01 09:00:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
77096,2017-05-01 09:00:04.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
77097,2017-05-01 09:00:04.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
77102,2017-05-01 09:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
77110,2017-05-01 09:00:07.000,ML,TMS,TOCHS,4,Substation136,BLKCAR,Device309,Substation136 BLKCAR Device309 SIGNAL RECEIVED NORMAL CHG-DET
77111,2017-05-01 09:00:07.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED BLOCK TRIP CHG-DET
77120,2017-05-01 09:00:10.000,ML,TMS,TOCMN,4,Substation1137,BLKCAR,BGNV,Substation1137 BLKCAR BGNV SIGNAL RECEIVED NORMAL CHG-DET
77131,2017-05-01 09:00:11.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
77202,2017-05-01 09:00:39.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED ALARM CHG-DET
77213,2017-05-01 09:00:43.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
77260,2017-05-01 09:01:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
77261,2017-05-01 09:01:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
77558,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
77562,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
77564,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
77567,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
77569,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L741_PULSAR,Substation424 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
77570,2017-05-01 09:03:22.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L741_PULSAR,Substation611 BLKCAR L741_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
77789,2017-05-01 09:04:58.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL LOW CHG-DET
77790,2017-05-01 09:04:58.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL LOW CHG-DET
77793,2017-05-01 09:04:59.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
77794,2017-05-01 09:04:59.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
77797,2017-05-01 09:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL LOW CHG-DET
77798,2017-05-01 09:05:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL LOW CHG-DET
77808,2017-05-01 09:05:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 CARRIER LEVEL NORMAL CHG-DET
77809,2017-05-01 09:05:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,Device678,Substation1027 BLKCAR Device678 #1 CARRIER LEVL NORMAL CHG-DET
77963,2017-05-01 09:06:04.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
77970,2017-05-01 09:06:06.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED TRIP ENABLED CHG-DET
77979,2017-05-01 09:06:08.000,ML,TMS,TOCPB,4,Substation1402,BLKCAR,Device793,Substation1402 BLKCAR Device793 SIGNAL RECEIVED NORMAL CHG-DET
77983,2017-05-01 09:06:09.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
77990,2017-05-01 09:06:11.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
77992,2017-05-01 09:06:12.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device50,Substation687 BLKCAR Device50 SIGNAL RECEIVED NORMAL CHG-DET
77994,2017-05-01 09:06:13.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
77996,2017-05-01 09:06:14.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
78007,2017-05-01 09:06:17.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
78010,2017-05-01 09:06:18.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
78252,2017-05-01 09:08:12.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
78375,2017-05-01 09:09:01.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED TRIP ENABLED CHG-DET
78383,2017-05-01 09:09:02.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED TRIP ENABLED CHG-DET
78386,2017-05-01 09:09:02.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
78391,2017-05-01 09:09:04.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
78394,2017-05-01 09:09:05.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
78400,2017-05-01 09:09:06.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
78451,2017-05-01 09:09:35.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
78457,2017-05-01 09:09:37.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
78463,2017-05-01 09:09:39.000,ML,TMS,TOCBR,4,Substation611,BLKCAR,L752_PULSAR,Substation611 BLKCAR L752_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
78654,2017-05-01 09:11:09.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT ALARM CHG-DET
78661,2017-05-01 09:11:10.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL LOW CHG-DET
78667,2017-05-01 09:11:12.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT ALARM CHG-DET
78672,2017-05-01 09:11:13.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
78674,2017-05-01 09:11:13.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
78854,2017-05-01 09:12:39.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
78990,2017-05-01 09:13:26.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED BLOCK TRIP CHG-DET
79003,2017-05-01 09:13:31.000,ML,TMS,TOCBR,4,Substation1125,BLKCAR,L342_PULSAR,Substation1125 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
79004,2017-05-01 09:13:31.000,ML,TMS,TOCBR,4,Substation424,BLKCAR,L342_PULSAR,Substation424 BLKCAR L342_PULSAR SIGNAL RECEIVED NORMAL CHG-DET
79133,2017-05-01 09:14:28.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
79178,2017-05-01 09:14:40.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
79191,2017-05-01 09:14:42.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
79532,2017-05-01 09:17:24.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
79535,2017-05-01 09:17:24.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED NORMAL CHG-DET
79537,2017-05-01 09:17:25.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED TRIP ENABLED CHG-DET
79549,2017-05-01 09:17:28.000,ML,TMS,TOCNL,4,Substation247,BLKCAR,Device424,Substation247 BLKCAR Device424 SIGNAL RECEIVED NORMAL CHG-DET
79550,2017-05-01 09:17:28.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device111,Substation1303 BLKCAR Device111 SIGNAL RECEIVED NORMAL CHG-DET
79620,2017-05-01 09:17:54.000,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901 RELAY L119_PRI2_DTT TRIP RECEIVED ALARM CHG-DET
79622,2017-05-01 09:17:55.000,ML,TMS,TOCWN,4,Substation901,RELAY,L119_PRI2_DTT,Substation901 RELAY L119_PRI2_DTT TRIP RECEIVED NORMAL CHG-DET
79623,2017-05-01 09:17:55.000,ML,TMS,TOCWN,4,Substation901,BLKCAR,L119_PLC85P1-1,Substation901 BLKCAR L119_PLC85P1-1 SIGNAL RECEIVED NORMAL CHG-DET
79954,2017-05-01 09:20:16.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED TRIP ENABLED CHG-DET
79974,2017-05-01 09:20:30.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
79977,2017-05-01 09:20:30.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
79978,2017-05-01 09:20:30.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
80058,2017-05-01 09:20:57.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
80072,2017-05-01 09:21:05.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL LOW CHG-DET
80078,2017-05-01 09:21:06.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
80084,2017-05-01 09:21:07.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL LOW CHG-DET
80086,2017-05-01 09:21:08.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
80092,2017-05-01 09:21:09.000,ML,TMS,TOCGR,4,Substation1322,BLKCAR,Device826,Substation1322 BLKCAR Device826 CARRIER LEVEL NORMAL CHG-DET
80166,2017-05-01 09:21:49.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED TRIP ENABLED CHG-DET
80169,2017-05-01 09:21:51.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED TRIP ENABLED CHG-DET
80176,2017-05-01 09:21:55.000,ML,TMS,TOCLR,4,Substation1374,BLKCAR,Device312,Substation1374 BLKCAR Device312 SIGNAL RECEIVED NORMAL CHG-DET
80177,2017-05-01 09:21:56.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED TRIP ENABLED CHG-DET
80178,2017-05-01 09:21:56.000,ML,TMS,TOCLR,4,Substation1303,BLKCAR,Device349,Substation1303 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
80187,2017-05-01 09:21:58.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
80467,2017-05-01 09:24:15.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
80703,2017-05-01 09:26:06.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
80900,2017-05-01 09:27:27.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
81325,2017-05-01 09:30:31.000,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655 BLKCAR Device362 CHECKBACK TEST IN PROGRESS CHG-DET
81368,2017-05-01 09:30:37.000,ML,TMS,TOCPB,4,Substation655,BLKCAR,Device362,Substation655 BLKCAR Device362 CHECKBACK TEST NORMAL CHG-DET
81903,2017-05-01 09:33:40.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
81910,2017-05-01 09:33:41.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED BLOCK TRIP CHG-DET
81917,2017-05-01 09:33:42.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
81922,2017-05-01 09:33:43.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L527,Substation1037 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
81926,2017-05-01 09:33:44.000,ML,TMS,TOCBM,4,Substation303,BLKCAR,L527,Substation303 BLKCAR L527 SIGNAL RECEIVED NORMAL CHG-DET
84248,2017-05-01 09:48:31.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
84290,2017-05-01 09:48:51.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
84381,2017-05-01 09:49:34.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
84648,2017-05-01 09:51:15.000,ML,TMS,TOCLC,4,Substation656,GCB,8210,Substation656 GCB 8210 HEATER LOSS CHG-DET
84654,2017-05-01 09:51:17.000,ML,TMS,TOCLC,4,Substation656,GCB,8210,Substation656 GCB 8210 HEATER NORMAL CHG-DET
84850,2017-05-01 09:52:37.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
84932,2017-05-01 09:53:22.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
85832,2017-05-01 09:59:50.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
85859,2017-05-01 10:00:02.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
85861,2017-05-01 10:00:02.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
85863,2017-05-01 10:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
85870,2017-05-01 10:00:03.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
85871,2017-05-01 10:00:04.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
85884,2017-05-01 10:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
85893,2017-05-01 10:00:07.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
85894,2017-05-01 10:00:07.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device636,Substation687 BLKCAR Device636 SIGNAL RECEIVED NORMAL CHG-DET
86141,2017-05-01 10:02:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
86142,2017-05-01 10:02:03.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
86157,2017-05-01 10:02:06.000,ML,TMS,TOCSE,4,Substation388,UNBLCR,BARKERS_CORNER,Substation388 UNBLCR BARKERS_CORNER SIGNAL XMIT NORMAL CHG-DET
86602,2017-05-01 10:05:27.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
86968,2017-05-01 10:08:02.000,ML,TMS,TOCPBS,4,Substation373,STN,BATTERY,Substation373 STN BATTERY NORMAL AC SOURCE NORMAL CHG-DET
87960,2017-05-01 10:14:34.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED ALARM CHG-DET
87968,2017-05-01 10:14:38.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
88118,2017-05-01 10:15:38.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
88599,2017-05-01 10:18:36.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
88969,2017-05-01 10:20:42.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
89336,2017-05-01 10:22:53.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED TRIP ENABLED CHG-DET
89338,2017-05-01 10:22:55.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
89514,2017-05-01 10:23:57.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
89544,2017-05-01 10:24:08.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
90140,2017-05-01 10:28:02.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
90270,2017-05-01 10:29:08.000,ML,TMS,TOCGR,4,Substation708,BLKCAR,Device322,Substation708 BLKCAR Device322 SIGNAL XMIT NORMAL CHG-DET
90368,2017-05-01 10:29:54.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
90516,2017-05-01 10:31:01.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
90561,2017-05-01 10:31:19.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
90958,2017-05-01 10:34:31.000,ML,TMS,TOCMSS,4,Substation1484,BLKCAR,NVBG,Substation1484 BLKCAR NVBG CARRIER LEVEL NORMAL CHG-DET
91061,2017-05-01 10:35:31.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
92245,2017-05-01 10:43:57.000,ML,TMS,TOCNL,4,Substation354,BLKCAR,STND,Substation354 BLKCAR STND SIGNAL RECEIVED BLOCK TRIP CHG-DET
92248,2017-05-01 10:44:00.000,ML,TMS,TOCNL,4,Substation1456,BLKCAR,WINN,Substation1456 BLKCAR WINN SIGNAL RECEIVED BLOCK TRIP CHG-DET
92281,2017-05-01 10:44:13.000,ML,TMS,TOCNL,4,Substation1456,BLKCAR,WINN,Substation1456 BLKCAR WINN SIGNAL RECEIVED NORMAL CHG-DET
92291,2017-05-01 10:44:18.000,ML,TMS,TOCNL,4,Substation354,BLKCAR,STND,Substation354 BLKCAR STND SIGNAL RECEIVED NORMAL CHG-DET
92404,2017-05-01 10:45:09.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
92484,2017-05-01 10:45:42.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED TRIP ENABLED CHG-DET
92485,2017-05-01 10:45:42.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4390,Substation245 BLKCAR Device4390 SIGNAL RECEIVED NORMAL CHG-DET
92495,2017-05-01 10:45:45.000,ML,TMS,TOCNL,4,Substation245,BLKCAR,Device4392,Substation245 BLKCAR Device4392 SIGNAL RECEIVED NORMAL CHG-DET
93256,2017-05-01 10:51:22.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
93345,2017-05-01 10:52:02.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
94191,2017-05-01 10:58:50.000,ML,TMS,TOCBR,4,Substation370,TONE,L387,Substation370 TONE L387 SIGNAL RECEIVED NORMAL CHG-DET
94214,2017-05-01 10:59:03.000,ML,TMS,TOCMSS,4,Substation1484,BLKCAR,NVBG,Substation1484 BLKCAR NVBG CARRIER LEVEL LOW CHG-DET
94323,2017-05-01 10:59:44.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED TRIP ENABLED CHG-DET
94325,2017-05-01 10:59:45.000,ML,TMS,TOCED,4,Substation232,BLKCAR,Device689,Substation232 BLKCAR Device689 SIGNAL RECEIVED NORMAL CHG-DET
94361,2017-05-01 11:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
94364,2017-05-01 11:00:03.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT ALARM CHG-DET
94369,2017-05-01 11:00:03.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R7962_NATCHEZ,Substation1058 BLKCAR Device4575 SIGNAL RECEIVED NORMAL CHG-DET
94373,2017-05-01 11:00:03.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED BLOCK TRIP CHG-DET
94377,2017-05-01 11:00:04.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
94378,2017-05-01 11:00:04.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED TRIP ENABLED CHG-DET
94379,2017-05-01 11:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
94380,2017-05-01 11:00:04.000,ML,TMS,TOCNL,4,Substation355,BLKCAR,Device1706,Substation355 BLKCAR Device1706 SIGNAL RECEIVED NORMAL CHG-DET
94382,2017-05-01 11:00:05.000,ML,TMS,TOCNL,4,Substation1424,BLKCAR,R8018_STAND,Substation1424 BLKCAR R8018_STAND SIGNAL RECEIVED NORMAL CHG-DET
