time:timestamp,activity,case_id,category_id,category_code,brand,price,user_id,user_session
2019-12-01 00:00:02 UTC,cart,4958,1487580009471148064,,runail,1.19,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:00:34 UTC,cart,5335,1487580009605365797,,runail,0.40,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:00:52 UTC,cart,5761411,1487580007432717250,,ingarden,2.86,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:00:58 UTC,cart,5761411,1487580007432717250,,ingarden,2.86,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:01:22 UTC,cart,5666749,1487580009076883471,,philips,3.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:01:58 UTC,view,5810157,1487580009445982239,,irisk,1.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:01:59 UTC,view,5810157,1487580009445982239,,irisk,1.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:02:41 UTC,cart,5810157,1487580009445982239,,irisk,1.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:03:16 UTC,cart,5826809,1487580009445982239,,,0.63,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:03:35 UTC,cart,5742717,1487580009605365797,,,1.90,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:06:24 UTC,cart,5799881,1487580010821714008,,,0.57,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:06:40 UTC,cart,5747361,1487580010821714008,,,0.54,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:07:08 UTC,cart,6537,1487580008347075566,,sophin,5.24,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:07:24 UTC,cart,5747357,1487580010821714008,,,0.54,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:07:46 UTC,cart,5882781,1487580005134238553,,runail,3.17,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:08:05 UTC,cart,5865799,1487580010821714008,,,2.86,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:08:18 UTC,cart,5840113,1897124478404526487,,runail,3.17,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:08:33 UTC,cart,5649107,1487580005511725929,,,4.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:08:46 UTC,cart,5649154,1487580005511725929,,,4.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:09:00 UTC,cart,5801327,1487580005511725929,,,6.35,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:09:15 UTC,cart,5808300,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:09:32 UTC,cart,5801308,1487580005511725929,,,5.71,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:10:05 UTC,cart,5794067,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:10:17 UTC,cart,5794066,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:10:29 UTC,cart,5794058,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:10:48 UTC,cart,5714919,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:11:02 UTC,cart,5714912,1487580005511725929,,,5.00,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:11:32 UTC,cart,5833325,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:11:43 UTC,cart,5833326,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:12:20 UTC,cart,5877603,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:12:56 UTC,cart,5833332,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:13:16 UTC,cart,5833322,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:13:44 UTC,cart,5833322,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:14:08 UTC,cart,5896457,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:14:24 UTC,cart,5809261,1487580007675986893,,bpw.style,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:14:49 UTC,cart,5833327,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:15:05 UTC,cart,5877597,1487580007675986893,,bpw.style,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:15:29 UTC,cart,5870867,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:15:37 UTC,cart,5870867,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:17:48 UTC,cart,5845196,1487580005671109489,,masura,8.29,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:18:24 UTC,cart,5810157,1487580009445982239,,irisk,1.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:19:11 UTC,remove_from_cart,6537,1487580008347075566,,sophin,5.24,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:20:34 UTC,remove_from_cart,5882781,1487580005134238553,,runail,3.17,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:20:50 UTC,cart,5763416,1487580010821714008,,ingarden,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:22:37 UTC,remove_from_cart,5833322,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:23:02 UTC,remove_from_cart,5870867,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,4958,1487580009471148064,,runail,1.19,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5335,1487580009605365797,,runail,0.40,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5649107,1487580005511725929,,,4.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5649154,1487580005511725929,,,4.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5666749,1487580009076883471,,philips,3.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5670333,2195085255176618020,,,11.03,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5705002,1487580006551913373,,irisk,3.33,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5714912,1487580005511725929,,,5.00,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5714919,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5742717,1487580009605365797,,,1.90,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5747357,1487580010821714008,,,0.54,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5747361,1487580010821714008,,,0.54,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5750301,1487580005713052531,,ingarden,15.71,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5761411,1487580007432717250,,ingarden,2.86,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5763416,1487580010821714008,,ingarden,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5774857,1487580005671109489,,masura,15.54,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5784982,2195085255034011676,,severina,4.14,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5794058,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5794066,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5794067,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5799881,1487580010821714008,,,0.57,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
