time:timestamp,activity,case_id,category_id,category_code,brand,price,user_id,user_session
2019-12-01 00:26:15 UTC,purchase,5801308,1487580005511725929,,,5.71,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5801327,1487580005511725929,,,6.35,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5808300,1487580005511725929,,,5.56,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5809261,1487580007675986893,,bpw.style,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5809280,1487580007675986893,,bpw.style,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5810157,1487580009445982239,,irisk,1.43,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5826809,1487580009445982239,,,0.63,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5833322,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5833325,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5833326,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5833327,1487580007675986893,,bpw.style,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5833332,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5840113,1897124478404526487,,runail,3.17,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5845196,1487580005671109489,,masura,8.29,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5865799,1487580010821714008,,,2.86,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5870867,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5877597,1487580007675986893,,bpw.style,0.79,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5877603,1487580007675986893,,bpw.style,1.27,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
2019-12-01 00:26:15 UTC,purchase,5896457,1487580007675986893,,milv,1.59,494077766,c99a50e8-2fac-4c4d-89ec-41c05f114554
